model,conversation_thread,scenario_id,choice,reason
llama3.2,218,2,B,N/A
llama3.2,218,3,A,N/A
llama3.2,218,4,B,N/A
llama3.2,218,5,B,N/A
llama3.2,218,6,B,N/A
llama3.2,218,7,A,N/A
llama3.2,218,8,B,N/A
llama3.2,219,1,B,N/A
llama3.2,219,2,B,N/A
llama3.2,219,3,A,N/A
llama3.2,219,4,B,N/A
llama3.2,219,5,B,N/A
llama3.2,219,6,B,N/A
llama3.2,219,7,A,N/A
llama3.2,219,8,B,N/A
llama3.2,220,1,B,N/A
llama3.2,220,2,B,N/A
llama3.2,220,3,A,N/A
llama3.2,220,4,B,N/A
llama3.2,220,5,B,N/A
llama3.2,220,6,C,N/A
llama3.2,220,7,A,N/A
llama3.2,220,8,B,N/A
llama3.2,221,1,B,N/A
llama3.2,221,2,B,N/A
llama3.2,221,3,B,N/A
llama3.2,221,4,B,N/A
llama3.2,221,5,B,N/A
llama3.2,221,6,B,N/A
llama3.2,221,7,A,N/A
llama3.2,221,8,C,N/A
llama3.2,222,1,B,N/A
llama3.2,222,2,B,N/A
llama3.2,222,3,A,N/A
llama3.2,222,4,B,N/A
llama3.2,222,5,B,N/A
llama3.2,222,6,C,N/A
llama3.2,222,7,B,N/A
llama3.2,222,8,C,N/A
llama3.2,223,1,B,N/A
llama3.2,223,2,B,N/A
llama3.2,223,3,A,N/A
llama3.2,223,4,B,N/A
llama3.2,223,5,B,N/A
llama3.2,223,6,C,N/A
llama3.2,223,7,B,N/A
llama3.2,223,8,B,N/A
llama3.2,224,1,B,N/A
llama3.2,224,2,B,N/A
llama3.2,224,3,A,N/A
llama3.2,224,4,B,N/A
llama3.2,224,5,B,N/A
llama3.2,224,6,B,N/A
llama3.2,224,7,B,N/A
llama3.2,224,8,B,N/A
llama3.2,225,1,B,N/A
llama3.2,225,2,B,N/A
llama3.2,225,3,A,N/A
llama3.2,225,4,B,N/A
llama3.2,225,5,B,N/A
llama3.2,225,6,B,N/A
llama3.2,225,7,B,N/A
llama3.2,225,8,C,N/A
llama3.2,226,1,B,N/A
llama3.2,226,2,B,N/A
llama3.2,226,3,A,N/A
llama3.2,226,4,B,N/A
llama3.2,226,5,B,N/A
llama3.2,226,6,B,N/A
llama3.2,226,7,A,N/A
llama3.2,226,8,B,N/A
llama3.2,227,1,B,N/A
llama3.2,227,2,B,N/A
llama3.2,227,3,B,N/A
llama3.2,227,4,B,N/A
llama3.2,227,5,B,N/A
llama3.2,227,6,B,N/A
llama3.2,227,7,B,N/A
llama3.2,227,8,B,N/A
llama3.2,228,1,B,N/A
llama3.2,228,2,B,N/A
llama3.2,228,3,B,N/A
llama3.2,228,4,B,N/A
llama3.2,228,5,C,N/A
llama3.2,228,6,B,N/A
llama3.2,228,7,C,N/A
llama3.2,228,8,C,N/A
llama3.2,229,1,B,N/A
llama3.2,229,2,B,N/A
llama3.2,229,3,B,N/A
llama3.2,229,4,A,N/A
llama3.2,229,5,B,N/A
llama3.2,229,6,B,N/A
llama3.2,229,7,B,N/A
llama3.2,229,8,C,N/A
llama3.2,230,1,B,N/A
llama3.2,230,2,B,N/A
llama3.2,230,3,B,N/A
llama3.2,230,4,B,N/A
llama3.2,230,5,A,N/A
llama3.2,230,6,B,N/A
llama3.2,230,7,A,N/A
llama3.2,230,8,B,N/A
llama3.2,231,1,B,N/A
llama3.2,231,2,B,N/A
llama3.2,231,3,A,N/A
llama3.2,231,4,B,N/A
llama3.2,231,5,B,N/A
llama3.2,231,6,B,N/A
llama3.2,231,7,B,N/A
llama3.2,231,8,B,N/A
llama3.2,232,1,B,N/A
llama3.2,232,2,B,N/A
llama3.2,232,3,A,N/A
llama3.2,232,4,B,N/A
llama3.2,232,5,B,N/A
llama3.2,232,6,B,N/A
llama3.2,232,7,C,N/A
llama3.2,232,8,B,N/A
llama3.2,233,1,B,N/A
llama3.2,233,2,B,N/A
llama3.2,233,3,A,N/A
llama3.2,233,4,B,N/A
llama3.2,233,5,A,N/A
llama3.2,233,6,B,N/A
llama3.2,233,7,A,N/A
llama3.2,233,8,C,N/A
llama3.2,234,1,B,N/A
llama3.2,234,2,B,N/A
llama3.2,234,3,A,N/A
llama3.2,234,4,B,N/A
llama3.2,234,5,A,N/A
llama3.2,234,6,B,N/A
llama3.2,234,7,B,N/A
llama3.2,234,8,C,N/A
llama3.2,235,1,B,N/A
llama3.2,235,2,B,N/A
llama3.2,235,3,A,N/A
llama3.2,235,4,B,N/A
llama3.2,235,5,B,N/A
llama3.2,235,6,C,N/A
llama3.2,235,7,B,N/A
llama3.2,235,8,C,N/A
llama3.2,236,1,B,N/A
llama3.2,236,2,B,N/A
llama3.2,236,3,A,N/A
llama3.2,236,4,B,N/A
llama3.2,236,5,B,N/A
llama3.2,236,6,C,N/A
llama3.2,236,7,C,N/A
llama3.2,236,8,B,N/A
llama3.2,237,1,B,N/A
llama3.2,237,2,B,N/A
llama3.2,237,3,B,N/A
llama3.2,237,4,B,N/A
llama3.2,237,5,B,N/A
llama3.2,237,6,C,N/A
llama3.2,237,7,A,N/A
llama3.2,237,8,C,N/A
llama3.2,238,1,B,N/A
llama3.2,238,2,B,N/A
llama3.2,238,3,B,N/A
llama3.2,238,4,B,N/A
llama3.2,238,5,A,N/A
llama3.2,238,6,B,N/A
llama3.2,238,7,B,N/A
llama3.2,238,8,A,N/A
llama3.2,239,1,B,N/A
llama3.2,239,2,B,N/A
llama3.2,239,3,A,N/A
llama3.2,239,4,B,N/A
llama3.2,239,5,B,N/A
llama3.2,239,6,B,N/A
llama3.2,239,7,A,N/A
llama3.2,239,8,B,N/A
llama3.2,240,1,C,N/A
llama3.2,240,2,B,N/A
llama3.2,240,3,B,N/A
llama3.2,240,4,B,N/A
llama3.2,240,5,B,N/A
llama3.2,240,6,C,N/A
llama3.2,240,7,A,N/A
llama3.2,240,8,C,N/A
llama3.2,241,1,B,N/A
llama3.2,241,2,B,N/A
llama3.2,241,3,A,N/A
llama3.2,241,4,B,N/A
llama3.2,241,5,B,N/A
llama3.2,241,6,C,N/A
llama3.2,241,7,A,N/A
llama3.2,241,8,B,N/A
llama3.2,242,1,B,N/A
llama3.2,242,2,B,N/A
llama3.2,242,3,A,N/A
llama3.2,242,4,A,N/A
llama3.2,242,5,B,N/A
llama3.2,242,6,B,N/A
llama3.2,242,7,A,N/A
llama3.2,242,8,B,N/A
llama3.2,243,1,B,N/A
llama3.2,243,2,B,N/A
llama3.2,243,3,A,N/A
llama3.2,243,4,B,N/A
llama3.2,243,5,B,N/A
llama3.2,243,6,B,N/A
llama3.2,243,7,A,N/A
llama3.2,243,8,B,N/A
llama3.2,244,1,B,N/A
llama3.2,244,2,B,N/A
llama3.2,244,3,A,N/A
llama3.2,244,4,B,N/A
llama3.2,244,5,A,N/A
llama3.2,244,6,B,N/A
llama3.2,244,7,A,N/A
llama3.2,244,8,B,N/A
llama3.2,245,1,B,N/A
llama3.2,245,2,B,N/A
llama3.2,245,3,A,N/A
llama3.2,245,4,B,N/A
llama3.2,245,5,B,N/A
llama3.2,245,6,B,N/A
llama3.2,245,7,B,N/A
llama3.2,245,8,B,N/A
llama3.2,246,1,B,N/A
llama3.2,246,2,B,N/A
llama3.2,246,3,A,N/A
llama3.2,246,4,B,N/A
llama3.2,246,5,A,N/A
llama3.2,246,6,B,N/A
llama3.2,246,7,A,N/A
llama3.2,246,8,B,N/A
llama3.2,247,1,B,N/A
llama3.2,247,2,B,N/A
llama3.2,247,3,A,N/A
llama3.2,247,4,B,N/A
llama3.2,247,5,B,N/A
llama3.2,247,6,B,N/A
llama3.2,247,7,A,N/A
llama3.2,247,8,B,N/A
llama3.2,248,1,B,N/A
llama3.2,248,2,B,N/A
llama3.2,248,3,A,N/A
llama3.2,248,4,A,N/A
llama3.2,248,5,B,N/A
llama3.2,248,6,B,N/A
llama3.2,248,7,A,N/A
llama3.2,248,8,B,N/A
llama3.2,249,1,B,N/A
llama3.2,249,2,B,N/A
llama3.2,249,3,A,N/A
llama3.2,249,4,C,N/A
llama3.2,249,5,B,N/A
llama3.2,249,6,C,N/A
llama3.2,249,7,C,N/A
llama3.2,249,8,C,N/A
llama3.2,250,1,B,N/A
llama3.2,250,2,B,N/A
llama3.2,250,3,A,N/A
llama3.2,250,4,C,N/A
llama3.2,250,5,C,N/A
llama3.2,250,6,C,N/A
llama3.2,250,7,A,N/A
llama3.2,250,8,C,N/A
llama3.2,251,1,B,N/A
llama3.2,251,2,B,N/A
llama3.2,251,3,A,N/A
llama3.2,251,4,B,N/A
llama3.2,251,5,B,N/A
llama3.2,251,6,B,N/A
llama3.2,251,7,A,N/A
llama3.2,251,8,B,N/A
llama3.2,252,1,B,N/A
llama3.2,252,2,B,N/A
llama3.2,252,3,A,N/A
llama3.2,252,4,B,N/A
llama3.2,252,5,C,N/A
llama3.2,252,6,C,N/A
llama3.2,252,7,A,N/A
llama3.2,252,8,C,N/A
llama3.2,253,1,B,N/A
llama3.2,253,2,B,N/A
llama3.2,253,3,A,N/A
llama3.2,253,4,B,N/A
llama3.2,253,5,A,N/A
llama3.2,253,6,B,N/A
llama3.2,253,7,A,N/A
llama3.2,253,8,B,N/A
llama3.2,254,1,B,N/A
llama3.2,254,2,B,N/A
llama3.2,254,3,A,N/A
llama3.2,254,4,B,N/A
llama3.2,254,5,B,N/A
llama3.2,254,6,B,N/A
llama3.2,254,7,A,N/A
llama3.2,254,8,B,N/A
llama3.2,255,1,B,N/A
llama3.2,255,2,B,N/A
llama3.2,255,3,A,N/A
llama3.2,255,4,B,N/A
llama3.2,255,5,B,N/A
llama3.2,255,6,B,N/A
llama3.2,255,7,A,N/A
llama3.2,255,8,B,N/A
llama3.2,256,1,B,N/A
llama3.2,256,2,B,N/A
llama3.2,256,3,A,N/A
llama3.2,256,4,B,N/A
llama3.2,256,5,B,N/A
llama3.2,256,6,C,N/A
llama3.2,256,7,C,N/A
llama3.2,256,8,C,N/A
llama3.2,257,1,B,N/A
llama3.2,257,2,B,N/A
llama3.2,257,3,A,N/A
llama3.2,257,4,B,N/A
llama3.2,257,5,A,N/A
llama3.2,257,6,B,N/A
llama3.2,257,7,A,N/A
llama3.2,257,8,A,N/A
llama3.2,258,1,B,N/A
llama3.2,258,2,B,N/A
llama3.2,258,3,A,N/A
llama3.2,258,4,B,N/A
llama3.2,258,5,C,N/A
llama3.2,258,6,C,N/A
llama3.2,258,7,C,N/A
llama3.2,258,8,C,N/A
llama3.2,259,1,B,N/A
llama3.2,259,2,B,N/A
llama3.2,259,3,A,N/A
llama3.2,259,4,A,N/A
llama3.2,259,5,A,N/A
llama3.2,259,6,B,N/A
llama3.2,259,7,A,N/A
llama3.2,259,8,B,N/A
llama3.2,260,1,B,N/A
llama3.2,260,2,B,N/A
llama3.2,260,3,A,N/A
llama3.2,260,4,B,N/A
llama3.2,260,5,B,N/A
llama3.2,260,6,B,N/A
llama3.2,260,7,B,N/A
llama3.2,260,8,B,N/A
llama3.2,261,1,B,N/A
llama3.2,261,2,B,N/A
llama3.2,261,3,A,N/A
llama3.2,261,4,B,N/A
llama3.2,261,5,A,N/A
llama3.2,261,6,B,N/A
llama3.2,261,7,B,N/A
llama3.2,261,8,A,N/A
llama3.2,262,1,B,N/A
llama3.2,262,2,B,N/A
llama3.2,262,3,B,N/A
llama3.2,262,4,A,N/A
llama3.2,262,5,B,N/A
llama3.2,262,6,C,N/A
llama3.2,262,7,B,N/A
llama3.2,262,8,C,N/A
llama3.2,263,1,B,N/A
llama3.2,263,2,B,N/A
llama3.2,263,3,A,N/A
llama3.2,263,4,B,N/A
llama3.2,263,5,A,N/A
llama3.2,263,6,B,N/A
llama3.2,263,7,B,N/A
llama3.2,263,8,B,N/A
llama3.2,264,1,B,N/A
llama3.2,264,2,B,N/A
llama3.2,264,3,A,N/A
llama3.2,264,4,B,N/A
llama3.2,264,5,C,N/A
llama3.2,264,6,C,N/A
llama3.2,264,7,A,N/A
llama3.2,264,8,C,N/A
llama3.2,265,1,B,N/A
llama3.2,265,2,B,N/A
llama3.2,265,3,A,N/A
llama3.2,265,4,B,N/A
llama3.2,265,5,B,N/A
llama3.2,265,6,B,N/A
llama3.2,265,7,B,N/A
llama3.2,265,8,B,N/A
llama3.2,266,1,C,N/A
llama3.2,266,2,B,N/A
llama3.2,266,3,A,N/A
llama3.2,266,4,B,N/A
llama3.2,266,5,B,N/A
llama3.2,266,6,B,N/A
llama3.2,266,7,B,N/A
llama3.2,266,8,B,N/A
llama3.2,267,1,B,N/A
llama3.2,267,2,B,N/A
llama3.2,267,3,A,N/A
llama3.2,267,4,A,N/A
llama3.2,267,5,B,N/A
llama3.2,267,6,B,N/A
llama3.2,267,7,B,N/A
llama3.2,267,8,B,N/A
llama3.2,268,1,B,N/A
llama3.2,268,2,B,N/A
llama3.2,268,3,A,N/A
llama3.2,268,4,B,N/A
llama3.2,268,5,B,N/A
llama3.2,268,6,B,N/A
llama3.2,268,7,A,N/A
llama3.2,268,8,B,N/A
llama3.2,269,1,B,N/A
llama3.2,269,2,B,N/A
llama3.2,269,3,A,N/A
llama3.2,269,4,B,N/A
llama3.2,269,5,B,N/A
llama3.2,269,6,B,N/A
llama3.2,269,7,A,N/A
llama3.2,269,8,B,N/A
llama3.2,270,1,B,N/A
llama3.2,270,2,B,N/A
llama3.2,270,3,A,N/A
llama3.2,270,4,B,N/A
llama3.2,270,5,B,N/A
llama3.2,270,6,B,N/A
llama3.2,270,7,B,N/A
llama3.2,270,8,B,N/A
llama3.2,271,1,B,N/A
llama3.2,271,2,B,N/A
llama3.2,271,3,A,N/A
llama3.2,271,4,B,N/A
llama3.2,271,5,B,N/A
llama3.2,271,6,B,N/A
llama3.2,271,7,A,N/A
llama3.2,271,8,A,N/A
llama3.2,272,1,B,N/A
llama3.2,272,2,B,N/A
llama3.2,272,3,A,N/A
llama3.2,272,4,A,N/A
llama3.2,272,5,B,N/A
llama3.2,272,6,B,N/A
llama3.2,272,7,B,N/A
llama3.2,272,8,B,N/A
llama3.2,273,1,B,N/A
llama3.2,273,2,B,N/A
llama3.2,273,3,A,N/A
llama3.2,273,4,A,N/A
llama3.2,273,5,B,N/A
llama3.2,273,6,B,N/A
llama3.2,273,7,B,N/A
llama3.2,273,8,A,N/A
llama3.2,274,1,B,N/A
llama3.2,274,2,B,N/A
llama3.2,274,3,B,N/A
llama3.2,274,4,B,N/A
llama3.2,274,5,A,N/A
llama3.2,274,6,B,N/A
llama3.2,274,7,A,N/A
llama3.2,274,8,A,N/A
llama3.2,275,1,B,N/A
llama3.2,275,2,C,N/A
llama3.2,275,3,A,N/A
llama3.2,275,4,C,N/A
llama3.2,275,5,C,N/A
llama3.2,275,6,B,N/A
llama3.2,275,7,A,N/A
llama3.2,275,8,B,N/A
llama3.2,276,1,B,N/A
llama3.2,276,2,B,N/A
llama3.2,276,3,A,N/A
llama3.2,276,4,B,N/A
llama3.2,276,5,C,N/A
llama3.2,276,6,B,N/A
llama3.2,276,7,A,N/A
llama3.2,276,8,B,N/A
llama3.2,277,1,B,N/A
llama3.2,277,2,B,N/A
llama3.2,277,3,A,N/A
llama3.2,277,4,B,N/A
llama3.2,277,5,B,N/A
llama3.2,277,6,C,N/A
llama3.2,277,7,C,N/A
llama3.2,277,8,C,N/A
llama3.2,278,1,B,N/A
llama3.2,278,2,B,N/A
llama3.2,278,3,A,N/A
llama3.2,278,4,B,N/A
llama3.2,278,5,A,N/A
llama3.2,278,6,B,N/A
llama3.2,278,7,A,N/A
llama3.2,278,8,B,N/A
llama3.2,279,1,B,N/A
llama3.2,279,2,B,N/A
llama3.2,279,3,A,N/A
llama3.2,279,4,B,N/A
llama3.2,279,5,B,N/A
llama3.2,279,6,B,N/A
llama3.2,279,7,C,N/A
llama3.2,279,8,C,N/A
llama3.2,280,1,B,N/A
llama3.2,280,2,B,N/A
llama3.2,280,3,A,N/A
llama3.2,280,4,B,N/A
llama3.2,280,5,B,N/A
llama3.2,280,6,B,N/A
llama3.2,280,7,A,N/A
llama3.2,280,8,B,N/A
llama3.2,281,1,B,N/A
llama3.2,281,2,B,N/A
llama3.2,281,3,A,N/A
llama3.2,281,4,B,N/A
llama3.2,281,5,B,N/A
llama3.2,281,6,B,N/A
llama3.2,281,7,B,N/A
llama3.2,281,8,B,N/A
llama3.2,282,1,C,N/A
llama3.2,282,2,B,N/A
llama3.2,282,3,A,N/A
llama3.2,282,4,A,N/A
llama3.2,282,5,A,N/A
llama3.2,282,6,C,N/A
llama3.2,282,7,A,N/A
llama3.2,282,8,A,N/A
llama3.2,283,1,B,N/A
llama3.2,283,2,B,N/A
llama3.2,283,3,A,N/A
llama3.2,283,4,B,N/A
llama3.2,283,5,B,N/A
llama3.2,283,6,B,N/A
llama3.2,283,7,A,N/A
llama3.2,283,8,B,N/A
llama3.2,284,1,B,N/A
llama3.2,284,2,B,N/A
llama3.2,284,3,A,N/A
llama3.2,284,4,B,N/A
llama3.2,284,5,B,N/A
llama3.2,284,6,B,N/A
llama3.2,284,7,A,N/A
llama3.2,284,8,A,N/A
llama3.2,285,1,B,N/A
llama3.2,285,2,B,N/A
llama3.2,285,3,A,N/A
llama3.2,285,4,B,N/A
llama3.2,285,5,B,N/A
llama3.2,285,6,B,N/A
llama3.2,285,7,A,N/A
llama3.2,285,8,C,N/A
llama3.2,286,1,B,N/A
llama3.2,286,2,B,N/A
llama3.2,286,3,A,N/A
llama3.2,286,4,B,N/A
llama3.2,286,5,B,N/A
llama3.2,286,6,B,N/A
llama3.2,286,7,A,N/A
llama3.2,286,8,C,N/A
llama3.2,287,1,B,N/A
llama3.2,287,2,B,N/A
llama3.2,287,3,A,N/A
llama3.2,287,4,B,N/A
llama3.2,287,5,A,N/A
llama3.2,287,6,B,N/A
llama3.2,287,7,A,N/A
llama3.2,287,8,B,N/A
llama3.2,288,1,B,N/A
llama3.2,288,2,B,N/A
llama3.2,288,3,A,N/A
llama3.2,288,4,B,N/A
llama3.2,288,5,B,N/A
llama3.2,288,6,B,N/A
llama3.2,288,7,B,N/A
llama3.2,288,8,B,N/A
llama3.2,289,1,B,N/A
llama3.2,289,2,B,N/A
llama3.2,289,3,B,N/A
llama3.2,289,4,B,N/A
llama3.2,289,5,B,N/A
llama3.2,289,6,B,N/A
llama3.2,289,7,A,N/A
llama3.2,289,8,B,N/A
llama3.2,290,1,B,N/A
llama3.2,290,2,B,N/A
llama3.2,290,3,A,N/A
llama3.2,290,4,A,N/A
llama3.2,290,5,C,N/A
llama3.2,290,6,C,N/A
llama3.2,290,7,B,N/A
llama3.2,290,8,B,N/A
llama3.2,291,1,B,N/A
llama3.2,291,2,B,N/A
llama3.2,291,3,A,N/A
llama3.2,291,4,B,N/A
llama3.2,291,5,B,N/A
llama3.2,291,6,B,N/A
llama3.2,291,7,A,N/A
llama3.2,291,8,B,N/A
llama3.2,292,1,B,N/A
llama3.2,292,2,B,N/A
llama3.2,292,3,A,N/A
llama3.2,292,4,B,N/A
llama3.2,292,5,B,N/A
llama3.2,292,6,B,N/A
llama3.2,292,7,A,N/A
llama3.2,292,8,B,N/A
llama3.2,293,1,B,N/A
llama3.2,293,2,B,N/A
llama3.2,293,3,A,N/A
llama3.2,293,4,B,N/A
llama3.2,293,5,B,N/A
llama3.2,293,6,B,N/A
llama3.2,293,7,A,N/A
llama3.2,293,8,B,N/A
llama3.2,294,1,B,N/A
llama3.2,294,2,B,N/A
llama3.2,294,3,A,N/A
llama3.2,294,4,A,N/A
llama3.2,294,5,B,N/A
llama3.2,294,6,B,N/A
llama3.2,294,7,C,N/A
llama3.2,294,8,C,N/A
llama3.2,295,1,B,N/A
llama3.2,295,2,B,N/A
llama3.2,295,3,B,N/A
llama3.2,295,4,C,N/A
llama3.2,295,5,B,N/A
llama3.2,295,6,C,N/A
llama3.2,295,7,B,N/A
llama3.2,295,8,C,N/A
llama3.2,296,1,B,N/A
llama3.2,296,2,B,N/A
llama3.2,296,3,A,N/A
llama3.2,296,4,B,N/A
llama3.2,296,5,A,N/A
llama3.2,296,6,B,N/A
llama3.2,296,7,B,N/A
llama3.2,296,8,B,N/A
llama3.2,297,1,C,N/A
llama3.2,297,2,B,N/A
llama3.2,297,3,A,N/A
llama3.2,297,4,A,N/A
llama3.2,297,5,C,N/A
llama3.2,297,6,C,N/A
llama3.2,297,7,C,N/A
llama3.2,297,8,C,N/A
llama3.2,298,1,B,N/A
llama3.2,298,2,B,N/A
llama3.2,298,3,A,N/A
llama3.2,298,4,B,N/A
llama3.2,298,5,B,N/A
llama3.2,298,6,B,N/A
llama3.2,298,7,B,N/A
llama3.2,298,8,B,N/A
llama3.2,299,1,B,N/A
llama3.2,299,2,B,N/A
llama3.2,299,3,A,N/A
llama3.2,299,4,B,N/A
llama3.2,299,5,A,N/A
llama3.2,299,6,B,N/A
llama3.2,299,7,A,N/A
llama3.2,299,8,B,N/A
llama3.2,300,1,B,N/A
llama3.2,300,2,B,N/A
llama3.2,300,3,A,N/A
llama3.2,300,4,B,N/A
llama3.2,300,5,B,N/A
llama3.2,300,6,B,N/A
llama3.2,300,7,A,N/A
llama3.2,300,8,B,N/A
llama3.2,301,1,C,N/A
llama3.2,301,2,C,N/A
llama3.2,301,3,A,N/A
llama3.2,301,4,C,N/A
llama3.2,301,5,C,N/A
llama3.2,301,6,C,N/A
llama3.2,301,7,A,N/A
llama3.2,301,8,B,N/A
llama3.2,302,1,B,N/A
llama3.2,302,2,B,N/A
llama3.2,302,3,A,N/A
llama3.2,302,4,B,N/A
llama3.2,302,5,A,N/A
llama3.2,302,6,B,N/A
llama3.2,302,7,A,N/A
llama3.2,302,8,C,N/A
llama3.2,303,1,B,N/A
llama3.2,303,2,B,N/A
llama3.2,303,3,A,N/A
llama3.2,303,4,B,N/A
llama3.2,303,5,B,N/A
llama3.2,303,6,B,N/A
llama3.2,303,7,B,N/A
llama3.2,303,8,B,N/A
llama3.2,304,1,B,N/A
llama3.2,304,2,B,N/A
llama3.2,304,3,A,N/A
llama3.2,304,4,B,N/A
llama3.2,304,5,B,N/A
llama3.2,304,6,C,N/A
llama3.2,304,7,A,N/A
llama3.2,304,8,B,N/A
llama3.2,305,1,B,N/A
llama3.2,305,2,B,N/A
llama3.2,305,3,A,N/A
llama3.2,305,4,B,N/A
llama3.2,305,5,B,N/A
llama3.2,305,6,B,N/A
llama3.2,305,7,A,N/A
llama3.2,305,8,B,N/A
llama3.2,306,1,B,N/A
llama3.2,306,2,B,N/A
llama3.2,306,3,A,N/A
llama3.2,306,4,B,N/A
llama3.2,306,5,A,N/A
llama3.2,306,6,B,N/A
llama3.2,306,7,A,N/A
llama3.2,306,8,C,N/A
llama3.2,307,1,B,N/A
llama3.2,307,2,B,N/A
llama3.2,307,3,A,N/A
llama3.2,307,4,A,N/A
llama3.2,307,5,B,N/A
llama3.2,307,6,B,N/A
llama3.2,307,7,B,N/A
llama3.2,307,8,B,N/A
llama3.2,308,1,B,N/A
llama3.2,308,2,B,N/A
llama3.2,308,3,A,N/A
llama3.2,308,4,B,N/A
llama3.2,308,5,B,N/A
llama3.2,308,6,B,N/A
llama3.2,308,7,B,N/A
llama3.2,308,8,B,N/A
llama3.2,309,1,B,N/A
llama3.2,309,2,B,N/A
llama3.2,309,3,A,N/A
llama3.2,309,4,B,N/A
llama3.2,309,5,B,N/A
llama3.2,309,6,B,N/A
llama3.2,309,7,B,N/A
llama3.2,309,8,B,N/A
llama3.2,310,1,B,N/A
llama3.2,310,2,B,N/A
llama3.2,310,3,B,N/A
llama3.2,310,4,B,N/A
llama3.2,310,5,B,N/A
llama3.2,310,6,B,N/A
llama3.2,310,7,C,N/A
llama3.2,310,8,C,N/A
llama3.2,311,1,B,N/A
llama3.2,311,2,B,N/A
llama3.2,311,3,A,N/A
llama3.2,311,4,C,N/A
llama3.2,311,5,C,N/A
llama3.2,311,6,B,N/A
llama3.2,311,7,C,N/A
llama3.2,311,8,A,N/A
llama3.2,312,1,B,N/A
llama3.2,312,2,B,N/A
llama3.2,312,3,A,N/A
llama3.2,312,4,B,N/A
llama3.2,312,5,C,N/A
llama3.2,312,6,B,N/A
llama3.2,312,7,C,N/A
llama3.2,312,8,B,N/A
llama3.2,313,1,B,N/A
llama3.2,313,2,B,N/A
llama3.2,313,3,A,N/A
llama3.2,313,4,B,N/A
llama3.2,313,5,B,N/A
llama3.2,313,6,B,N/A
llama3.2,313,7,B,N/A
llama3.2,313,8,C,N/A
llama3.2,314,1,B,N/A
llama3.2,314,2,B,N/A
llama3.2,314,3,A,N/A
llama3.2,314,4,B,N/A
llama3.2,314,5,A,N/A
llama3.2,314,6,C,N/A
llama3.2,314,7,B,N/A
llama3.2,314,8,C,N/A
llama3.2,315,1,B,N/A
llama3.2,315,2,B,N/A
llama3.2,315,3,A,N/A
llama3.2,315,4,B,N/A
llama3.2,315,5,C,N/A
llama3.2,315,6,C,N/A
llama3.2,315,7,A,N/A
llama3.2,315,8,B,N/A
llama3.2,316,1,B,N/A
llama3.2,316,2,B,N/A
llama3.2,316,3,A,N/A
llama3.2,316,4,B,N/A
llama3.2,316,5,C,N/A
llama3.2,316,6,B,N/A
llama3.2,316,7,C,N/A
llama3.2,316,8,B,N/A
llama3.2,317,1,B,N/A
llama3.2,317,2,B,N/A
llama3.2,317,3,A,N/A
llama3.2,317,4,B,N/A
llama3.2,317,5,B,N/A
llama3.2,317,6,B,N/A
llama3.2,317,7,A,N/A
llama3.2,317,8,B,N/A
llama3.2,318,1,B,N/A
llama3.2,318,2,B,N/A
llama3.2,318,3,A,N/A
llama3.2,318,4,B,N/A
llama3.2,318,5,B,N/A
llama3.2,318,6,B,N/A
llama3.2,318,7,B,N/A
llama3.2,318,8,C,N/A
llama3.2,319,1,C,N/A
llama3.2,319,2,B,N/A
llama3.2,319,3,A,N/A
llama3.2,319,4,B,N/A
llama3.2,319,5,C,N/A
llama3.2,319,6,C,N/A
llama3.2,319,7,A,N/A
llama3.2,319,8,C,N/A
llama3.2,320,1,B,N/A
llama3.2,320,2,B,N/A
llama3.2,320,3,A,N/A
llama3.2,320,4,B,N/A
llama3.2,320,5,B,N/A
llama3.2,320,6,B,N/A
llama3.2,320,7,B,N/A
llama3.2,320,8,B,N/A
llama3.2,321,1,B,N/A
llama3.2,321,2,B,N/A
llama3.2,321,3,A,N/A
llama3.2,321,4,B,N/A
llama3.2,321,5,B,N/A
llama3.2,321,6,B,N/A
llama3.2,321,7,B,N/A
llama3.2,321,8,A,N/A
llama3.2,322,1,B,N/A
llama3.2,322,2,B,N/A
llama3.2,322,3,A,N/A
llama3.2,322,4,B,N/A
llama3.2,322,5,B,N/A
llama3.2,322,6,C,N/A
llama3.2,322,7,A,N/A
llama3.2,322,8,B,N/A
llama3.2,323,1,B,N/A
llama3.2,323,2,B,N/A
llama3.2,323,3,A,N/A
llama3.2,323,4,B,N/A
llama3.2,323,5,C,N/A
llama3.2,323,6,C,N/A
llama3.2,323,7,B,N/A
llama3.2,323,8,A,N/A
llama3.2,324,1,C,N/A
llama3.2,324,2,B,N/A
llama3.2,324,3,A,N/A
llama3.2,324,4,B,N/A
llama3.2,324,5,B,N/A
llama3.2,324,6,B,N/A
llama3.2,324,7,C,N/A
llama3.2,324,8,B,N/A
llama3.2,325,1,B,N/A
llama3.2,325,2,B,N/A
llama3.2,325,3,A,N/A
llama3.2,325,4,B,N/A
llama3.2,325,5,B,N/A
llama3.2,325,6,B,N/A
llama3.2,325,7,A,N/A
llama3.2,325,8,B,N/A
llama3.2,326,1,B,N/A
llama3.2,326,2,B,N/A
llama3.2,326,3,A,N/A
llama3.2,326,4,B,N/A
llama3.2,326,5,B,N/A
llama3.2,326,6,B,N/A
llama3.2,326,7,A,N/A
llama3.2,326,8,B,N/A
llama3.2,327,1,B,N/A
llama3.2,327,2,B,N/A
